Ticker,ISIN,Name,Trading Region,Industry,Sector,Total Employees (FY),Market Cap,Enterprise Value,Price (1D Ago),Market Value,Shrs Out,Shares Out,Common Shares Outstanding (FY),Total Assets (FY),Total Liabilities (FY),Total Capital (FY),Total Equity (FY),Leverage Ratio % (FY),Total Debt (FY),Cash And Equivalents (FY),Total Debt / Equity (FY),Total Liabilities / Total Assets (FY),Return on Assets (ROA) % (FY),Return on Capital (ROC) % (FY),Return on Common Equity (ROCE) % (FY),Total Debt to Capital % (FY),Return On Equity % (FY),Total Revenues (FY),Gross Profit (FY),Operating Income (FY),Net Income - (IS) (FY),P/E (LTM),P/TBV (LTM),Book Value / Share (FY),EPS 5Y Fwd Growth (NTM),ROA - Est High (FY5E),ROE - Est High (FY5E),EV/Sales (EST FY5),EV/EBIT (EST FY6),Total Equity/CAGR (5Y FY),Total Assets/CAGR (5Y FY),Net Income/CAGR (5Y FY),Unit
9104,JP3362700001,Mitsui O.S.K. Lines Ltd.,Asia / Pacific,Marine Transportation,Industrials,,10745.6,18134.83,4769,29.65,362364883,,362.21,27225.32,11568.36,24185.25,15656.95,,8528.29,779.11,0.5447,0.4249,0.0195,0.0223,0.1223,0.3526,0.1221,10755.94,1644.84,793.87,1728.78,6.2,0.7,42.94,-0.1904,,,,,,0.1406,0.5764,JPY
AFG,US0259321042,American Financial Group Inc.,United States and Canada,Insurance,Financials,8500,10521.11,11141.11,124.3,125.45,83866972,,83.64,29787,25529,5953,4258,,1695,1225,0.3981,0.8571,0.0256,0.1288,0.2051,0.2847,0.2051,7452,1484,1201,852,12,2.7,50.91,,,,,,,-0.1404,0.0996,USD
WPP,JE00B8KF9B49,WPP plc,Europe,Media,Communication Services,114173,10045.97,16510.77,7.394,9.36,1072750092,,1074.84,33938.53,29052.56,13651.31,4885.97,,8765.35,2596.54,1.794,0.856,0.0117,0.0295,0.0313,0.6421,0.0493,18924.31,3211.25,663.79,140.74,72.7,,4,0.0114,0.032,0.175,,,,-0.0881,-0.3311,GBP
9CI,SGXE62145532,CapitaLand Investment Limited,Asia / Pacific,Real Estate Management and Development,Real Estate,,9776.05,20220.76,2.67,1.95,5010503888,,5100.42,25865,12045.53,23493.17,13819.47,,9673.7,1864.12,0.7,0.4657,0.0146,0.0161,0.0121,0.4118,0.0179,2109.63,954.79,611.52,137.16,73.6,1,2.07,0.16,0.015,,10.3,,,,,SGD
CCK,US2283681060,Crown Holdings Inc.,United States and Canada,Containers and Packaging,Materials,25000,9125.01,16139.01,77.43,76.48,119312391,,119.2,15034,12170,10564,2864,,7700,1310,2.6885,0.8095,0.0563,0.0823,0.2113,0.7289,0.2279,12010,2464,1321,450,22,,20.22,0.1118,0.055,0.161,1.2,,,-0.003,0.005,USD
CNA,GB00B033F229,Centrica plc,Europe,Multi-Utilities,Utilities,20619,8997.91,5978.71,1.3775,1.72,5219774625,,5369.05,27237.61,21841.34,10626.82,5396.28,,5230.55,8213.61,0.9693,0.8019,-0.1084,-0.401,1.6056,0.4922,1.4656,33728.95,-2165.9,-5574.75,5008.73,1.9,2.3,0.92,,0.029,0.136,0.3,4.8,,0.0077,0.8466,GBP
GET,FR0010533075,Getlink SE,Europe,Transportation Infrastructure,Industrials,3375,8984.11,13483.25,15.66,16.6,541247784,,541.25,9965.78,7240.01,9091.41,2725.77,,6365.64,1407.6,2.3354,0.7265,0.052,0.0566,0.133,0.7002,0.133,2019.21,1080.81,814.75,359.9,25.1,3.6,5.04,0.06,,,,,,0.0246,0.2013,EUR
9021,JP3659000008,West Japan Railway Company,Asia / Pacific,Ground Transportation,Industrials,44366,8901.97,17370.24,2969.5,18.46,482109494,,487.42,24961.5,16867.95,17847.61,8093.55,,9754.06,1542.55,1.2052,0.6758,0.0301,0.0417,0.0923,0.5465,0.0881,10802.93,2612.8,1194.23,652.53,6.9,1.3,14.99,0.065,0.031,0.094,1.4,13.2,,0.0313,-0.0079,JPY
CAR,AU000000CAR3,CAR Group Limited,Asia / Pacific,Interactive Media and Services,Communication Services,1800,8814.24,9525.9,35.16,23.37,377162127,,376.73,3120.19,1039.05,2908.75,2081.14,,827.61,132.35,0.3977,0.333,0.056,0.0602,0.3164,0.2845,0.3133,520.34,438.19,195.38,430.01,36.6,,5.43,0.145,0.102,0.155,8.9,,,0.3876,0.2846,AUD
4,HK0004000045,The Wharf (Holdings) Limited,Asia / Pacific,Real Estate Management and Development,Real Estate,6400,8766.14,10446.88,22.75,2.87,3056027327,,3056,26237.56,7257.95,21477.38,18979.6,,2497.78,1484.66,0.1316,0.2766,0.0202,0.0251,0.0064,0.1163,0.0073,2426.83,1159.24,883.14,121.02,72.4,0.5,5.99,0.0527,,,,,,-0.0206,-0.3226,HKD
6479,JP3906000009,MINEBEA MITSUMI Inc.,Asia / Pacific,Machinery,Industrials,,8247.6,9661,3280,20.4,404386337,,404.39,9356.6,4627.67,7123.27,4728.93,,2394.34,969.04,0.5063,0.4946,0.0338,0.0443,0.0808,0.3361,0.0813,9264.14,1528.6,485.87,357.02,23.2,2,11.5,0.2537,,,,,,0.138,-0.0212,JPY
DAY,US15677J1088,Dayforce Inc.,United States and Canada,Professional Services,Industrials,9084,7847.63,8694.53,49.9,49.7,157900000,,156.3,9010.9,6612.7,3641.8,2398.2,,1243.6,570.3,0.5186,0.7339,0.0096,0.024,0.0243,0.3415,0.0243,1513.7,713.3,134.4,54.8,150.8,,15.34,0.1655,0.061,,2.6,,,0.1142,,USD
ESLT,IL0010811243,Elbit Systems Ltd.,Africa / Middle East,Aerospace and Defense,Industrials,18984,7799.87,9189.19,668.9,175.37,44476765,,44.45,9739.58,6789.29,4416.73,2950.29,,1466.44,197.43,0.497,0.6971,0.0251,0.0561,0.0754,0.332,0.0756,5974.74,1500.45,380.01,215.13,34.6,6.9,66.3,,,,,,,0.0859,0.008,ILS
ALO,FR0010220475,Alstom SA,Europe,Machinery,Industrials,78684,7652.1,11702.82,15.33,16.59,461149281,,384.29,35883.24,26410.92,14495.52,9472.32,,5023.2,1053.2,0.5303,0.736,0.009,0.0222,-0.0348,0.3465,-0.031,19012.63,2388.04,501.78,-333.44,,,24.35,0.2682,0.027,0.088,0.4,,,0.1992,,EUR
S68,SG1J26887955,Singapore Exchange Limited,Asia / Pacific,Capital Markets,Financials,1123,7529.78,7270.71,9.52,7.05,1068646716,,1067.99,2796.1,1536.37,1797.47,1259.73,,537.74,763.99,0.4269,0.5495,0.0967,0.1547,0.3518,0.2992,0.3508,883.2,764,436.46,422.15,18.1,12.6,1.18,,0.139,0.264,5.8,10.2,,0.1232,0.0947,SGD
PARA,US92556H2067,Paramount Global,United States and Canada,Media,Communication Services,21900,7145.78,21011.78,9.97,10.26,666478682,,,53543,30493,39166,23050,,16116,2460,0.6992,0.5695,0.0207,0.0289,-0.0589,0.4115,-0.0537,29652,9635,1855,-608,,2.5,34.5,0.1354,0.0362,0.065,0.6,,,0.0377,,USD
SALM,NO0010310956,SalMar ASA,Europe,Food Products,Consumer Staples,2405,6930.62,8589.55,584,52.6,131760066,,131.76,5249.35,2977.7,3820.68,2271.64,,1549.03,77.29,0.6819,0.5673,0.1021,0.1373,0.1297,0.4054,0.1163,2745.28,1648.57,931.51,315.25,43.3,41.5,14.87,0.1528,,,2.1,7.4,,0.2865,-0.0214,NOK
DHER,DE000A2E4K43,Delivery Hero SE,Europe,Hotels Restaurants and Leisure,Consumer Discretionary,44612,6862.33,11120.89,23.35,24.35,281853172,,269.93,11578.49,9757.56,8050.45,1820.93,,6229.52,1831.97,3.4211,0.8427,-0.0355,-0.0495,-0.8552,0.7738,-0.85,10975.82,3281.85,-732.72,-2536.43,,,6.76,,0.084,,0.6,5.4,,0.3922,,EUR
ANA,ES0125220311,Acciona S.A.,Europe,Electric Utilities,Utilities,57843,6585.51,15608.41,113.3,120.29,54746451,,54.75,34941.49,27378.01,19591.52,7563.48,,12028.04,4100.24,1.5903,0.7835,0.0165,0.0281,0.1094,0.6139,0.0944,19835.5,13802.16,792.67,597.26,11,2.9,101.01,0.0786,,-0.024,1.2,18.3,,0.162,0.1052,EUR
WFG,CA9528451052,West Fraser Timber Co. Ltd.,United States and Canada,Paper and Forest Products,Materials,10800,6304.41,6118.51,105.4,77.33,81530998,,79.44,9415,2192,7761,7223,,538,900,0.0745,0.2328,-0.0003,-0.0004,-0.0225,0.0693,-0.0225,6454,1769,-5,-167,,1.4,88.39,,0.062,0.074,0.8,6.6,,0.2101,,CAD
HOLMB,SE0011090018,Holmen AB (publ),Europe,Paper and Forest Products,Materials,3500,6272.32,6469.14,420.4,39.5,159222355,,,7905.43,2260.59,5959.59,5644.84,,314.75,119.2,0.0558,0.286,0.0323,0.0429,0.0649,0.0528,0.0649,2338.14,1223.41,413.03,366.62,21.9,1.2,35.45,0.096,,,,,,0.1665,0.1027,SEK
6841,JP3955000009,Yokogawa Electric Corporation,Asia / Pacific,Electronic Equipment Instruments and Components,Information Technology,17365,6226.3,5611.45,3849,23.93,260150560,,260.15,4445.76,1507.14,3155.89,2938.63,,217.26,924.24,0.0739,0.339,0.0762,0.1068,0.1511,0.0688,0.1587,3568.89,1684.12,520.3,407.57,15.4,2.4,11.09,0.005,0.073,0.102,1.4,,,0.0743,0.1674,JPY
EMPA,CA2918434077,Empire Company Limited,United States and Canada,Consumer Staples Distribution and Retail,Consumer Staples,128000,6182.25,11460.29,34.31,25.59,241610731,,,12273.7,8276.16,9377.63,3997.54,,5380.08,189.77,1.3458,0.6743,0.0468,0.0614,0.1376,0.5737,0.1412,22514.35,5948.29,910.9,530.12,12,4.4,16.13,,,,,,,0.1182,0.1337,CAD
LEG,DE000LEG1110,LEG Immobilien SE,Europe,Real Estate Management and Development,Real Estate,1878,6079.38,15827.88,74.36,81.64,74470000,,74.11,21311.11,13044.16,18617.8,8266.95,,10350.85,306.36,1.2521,0.6121,0.0176,0.0202,-0.1899,0.556,-0.1888,1512.14,688.01,631.82,-1731.84,,0.7,111.18,-0.0041,,,,,,0.1151,,EUR
WDP,BE0974349814,Warehouses De Pauw SA,Europe,Industrial REITs,Real Estate,123,6073.96,8849.03,25.04,27.14,223797576,,219.43,7807.78,2817.08,7619.34,4990.69,,2628.65,14.38,0.5267,0.3608,0.0269,0.0277,0.0051,0.345,0.0058,441.41,378.6,335.6,24.62,30.9,1.2,22.35,0.0556,,,,,,0.1522,-0.4162,EUR
CU,CA1367178326,Canadian Utilities Limited,United States and Canada,Multi-Utilities,Utilities,9018,5821.82,14598.59,29.5,21.46,271264214,,,17478.13,12077.25,13393.51,5400.88,,7992.63,156.23,1.4799,0.691,0.0287,0.0376,0.118,0.5968,0.1008,2864.97,1940.42,781.15,533.6,13.6,1.8,14.97,0.0285,,,,,,0.012,0.022,CAD
9009,JP3278600006,Keisei Electric Railway Co. Ltd.,Asia / Pacific,Ground Transportation,Industrials,,5241.44,7105.44,5186,32.25,162540232,,162.54,7031.4,3931.59,5509.42,3099.81,,2409.61,543.96,0.7773,0.5591,0.0155,0.0197,0.2071,0.4374,0.2029,1959.09,493.7,166.78,579.17,9.3,1.8,18.36,,,,,,,,,JPY
4183,JP3888300005,Mitsui Chemicals Inc.,Asia / Pacific,Chemicals,Materials,19861,5209.1,9121.55,4406,27.4,190134634,,190.13,14640.36,8133.55,11506.86,6506.81,,5000.05,1389.44,0.7684,0.5556,0.018,0.023,0.0606,0.4345,0.0576,11560.91,2449.93,408.47,330.35,15.8,1,29.98,0.1564,0.043,0.095,0.7,,,0.081,-0.0806,JPY
SEK,AU000000SEK6,SEEK Limited,Asia / Pacific,Interactive Media and Services,Communication Services,,5133.14,6011.44,21.68,14.41,356218072,,354.24,3484.01,1701.41,2794.72,1782.6,,1012.12,167.44,0.5678,0.4883,0.0503,0.0652,0.0904,0.3622,0.0887,816.1,515.52,266.35,681.76,73.1,8,5.03,0.1199,0.078,,5.7,,,0.0669,0.8134,AUD
3038,JP3291200008,Kobe Bussan Co. Ltd.,Asia / Pacific,Consumer Staples Distribution and Retail,Consumer Staples,1562,4885.15,4498.31,3557,22.12,220869845,,220.63,1397.93,642.85,1007.89,755.08,,252.81,610.85,0.3348,0.4599,0.0971,0.1339,0.1943,0.2508,0.1943,3045,347.81,201.02,135.64,32.6,6.4,3.42,0.1389,0.17,0.17,1.1,,,0.0799,0.1469,JPY
GETIB,SE0000202624,Getinge AB (publ),Europe,Health Care Equipment and Supplies,Health Care,11739,4585.54,5076.55,181.2,16.84,272369573,,,5313.92,2298.97,3815.82,3014.95,,800.87,270.53,0.2656,0.4326,0.0438,0.0619,0.0801,0.2099,0.0798,3156.16,1437.41,366.82,239.19,21.4,,10.98,0.05,0.06,0.097,1.3,,,0.0433,,SEK
COST,US22160K1051,Costco Wholesale Corporation,United States and Canada,Consumer Staples Distribution and Retail,Consumer Staples,316000,377109.64,374907.64,856.84,850.62,443335024,,442.79,68994,43936,35594,25058,,10536,13700,0.4205,0.6368,0.0798,0.1583,0.2754,0.296,0.2753,242290,30095,8505,6292,52.7,17.3,56.59,0.0897,0.116,0.336,1.1,26.4,,0.1106,0.1496,USD
HD,US4370761029,The Home Depot Inc.,United States and Canada,Specialty Retail,Consumer Discretionary,463100,338626.33,386368.33,341.82,341.49,991614186,,992,76530,75486,54145,1044,,53101,3760,50.863,0.9864,0.1772,0.2537,11.6216,0.9807,11.6216,152669,50960,21689,15143,22.9,,1.05,0.0636,0.246,,2.1,,,0.117,0.0637,USD
NFLX,US64110L1061,Netflix Inc.,United States and Canada,Entertainment,Communication Services,13000,294882.9,304348.77,677.69,684.34,430901161,,432.76,48731.99,28143.68,37561.69,20588.31,,16973.37,7116.91,0.8244,0.5775,0.0893,0.1155,0.2615,0.4519,0.2615,33723.3,14007.93,6954,5407.99,47.5,33.4,47.57,0.2865,0.2065,0.3343,5.4,13.7,,0.1341,0.3488,USD
KO,US1912161007,The Coca-Cola Company,United States and Canada,Beverages,Consumer Staples,79100,275321.42,303686.42,64.05,63.91,4307955307,,4308,97703,70223,72024,27480,,44544,9366,1.621,0.7187,0.0874,0.1188,0.4282,0.6185,0.4016,45754,27234,13313,10714,25.7,,6.02,0.0596,0.1469,0.5631,5.6,16.6,,0.0326,0.1074,USD
TMO,US8835561023,Thermo Fisher Scientific Inc.,United States and Canada,Life Sciences Tools and Services,Health Care,122000,210241.72,238762.72,558.17,550.78,381716323,,386.65,98726,51884,83553,46842,,36711,8077,0.7837,0.5255,0.0472,0.0564,0.1322,0.4394,0.1309,42857,17113,7394,5995,35.3,,120.87,0.093,0.09,,4.4,,,0.1192,0.1533,USD
WFC,US9497461015,Wells Fargo & Company,United States and Canada,Banks,Financials,226000,200184.23,,57.01,57.42,3486315358,,3598.86,1932468,1745025,,187443,0.085,319702,316459,,,0.01,,0.1098,,0.103,77198,77198,23715,19142,12,1.5,46.21,0.1365,0.009,0.097,,,-0.01,0.0038,-0.0309,USD
ABT,US0028241000,Abbott Laboratories,United States and Canada,Health Care Equipment and Supplies,Health Care,114000,182052.67,190339.67,104.88,104.65,1739633759,,1734.08,73214,34387,54700,38827,,15873,6896,0.4088,0.4697,0.0611,0.0824,0.1514,0.2902,0.1511,40109,22190,7220,5723,32.6,25.5,22.26,0.0767,0.113,,3.5,12.4,,0.0174,0.193,USD
CAT,US1491231015,Caterpillar Inc.,United States and Canada,Machinery,Industrials,113200,160145.24,193641.24,326.73,327.46,489052829,,499.38,87476,67973,57955,19503,,38452,6106,1.9716,0.777,0.1008,0.1533,0.5845,0.6635,0.5838,67060,21275,13667,10335,14.8,13.5,39.04,0.0556,0.128,,2.4,,,0.0219,0.1095,USD
ISRG,US46120E6023,Intuitive Surgical Inc.,United States and Canada,Health Care Equipment and Supplies,Health Care,13676,157883.11,153166.81,442.56,445.11,354705822,,352.3,15441.5,2044.2,13487.1,13397.3,,89.8,2750.1,0.0067,0.1324,0.0777,0.0894,0.1477,0.0067,0.1483,7124.1,4729.5,1766.8,1798,80.4,11.6,37.77,0.1407,0.118,0.128,11.5,,,0.145,0.0978,USD
UBER,US90353T1007,Uber Technologies Inc.,United States and Canada,Ground Transportation,Industrials,30400,146976.87,151228.87,70.85,70.34,2089520408,,2071.14,38699,26017,24512,12682,,11830,4680,0.9328,0.6723,0.0196,0.031,0.203,0.4826,0.2035,37281,12135,1110,1887,112.9,89.9,5.43,0.459,0.128,0.242,2.1,10.1,,0.1004,0.1361,USD
UNP,US9078181081,Union Pacific Corporation,United States and Canada,Ground Transportation,Industrials,32973,136343.99,168664.99,223.61,223.47,610122122,,609.7,67132,52344,48967,14788,,34179,1055,2.3113,0.7797,0.0861,0.1188,0.4734,0.698,0.4734,24119,12899,9134,6379,21.3,9.2,24.25,0.1223,0.119,0.388,5.5,10.6,,0.0256,0.0135,USD
BLK,US09247X1019,BlackRock Inc.,United States and Canada,Capital Markets,Financials,19800,116075.9,120122.9,787.45,781.13,148599981,,148.5,123211,81971,51039,41240,,9799,8736,0.2376,0.6653,0.0329,0.0806,0.1427,0.192,0.1419,17859,8698,6339,5502,19.8,19.4,264.96,0.1332,0.056,0.165,5,11.9,,-0.0504,0.0503,USD
ADI,US0326541051,Analog Devices Inc.,United States and Canada,Semiconductors and Semiconductor Equipment,Information Technology,26000,112482.44,118237.73,227.84,226.68,496216857,,496.26,48794.48,13229.36,43020.66,35565.12,,7455.54,958.06,0.2096,0.2711,0.0502,0.0575,0.092,0.1733,0.092,12305.54,7877.22,3978.94,3314.58,53,,71.67,0.0265,0.111,,7.8,,,0.1901,0.1707,USD
CB,CH0044328745,Chubb Limited,United States and Canada,Insurance,Financials,40000,109954.6,132712.6,260.01,262.03,419625986,,405.27,230682,166991,83458,63691,,19767,2449,0.3104,0.7239,0.0275,0.0773,0.1641,0.2368,0.1579,49695,13708,9448,9028,11.6,3.2,146.83,0.0546,0.031,,,,,0.0658,0.1791,USD
MMC,US5717481023,Marsh & McLennan Companies Inc.,United States and Canada,Insurance,Financials,85000,104105.73,118232.73,210.79,210.94,493532426,,492,48030,35660,27806,12370,,15436,3358,1.2479,0.7425,0.0796,0.141,0.3308,0.5551,0.3289,22736,10024,5867,3756,26.8,,24.78,0.0906,0.101,,4.1,,,0.1735,0.1788,USD
MDT,IE00BTN1Y115,Medtronic plc,United States and Canada,Health Care Equipment and Supplies,Health Care,95000,101722.46,119942.46,80.05,79.33,1282269783,,1311.34,89981,39561,76467,50420,,26047,1284,0.5166,0.4397,0.0417,0.0492,0.0723,0.3406,0.0726,32364,21273,6040,3676,28.7,,38.29,0.057,,,3,10,,0.0006,-0.0451,USD
CI,US1255231003,The Cigna Group,United States and Canada,Health Care Providers and Services,Health Care,71413,94923.33,120143.33,337.58,334.15,284074001,,292.5,152761,106410,78241,46351,,31890,7822,0.688,0.6966,0.0375,0.0721,0.1136,0.4076,0.1179,195187,25099,8910,5164,27.1,,158.03,0.1085,0.04,,0.4,10.6,,-0.0006,0.1439,USD
CRWD,US22788C1053,CrowdStrike Holdings Inc.,United States and Canada,Software,Information Technology,7925,94251.14,91374.92,380.37,387.29,243360639,,,6646.52,4309.43,3129.96,2337.09,,792.87,3375.07,0.3393,0.6484,-0.0002,-0.0005,0.0474,0.2533,0.0474,3055.55,2299.83,-2,89.33,,59.7,9.53,0.402,0.13,,8.7,,,0.7265,,USD
HCA,US40412C1018,HCA Healthcare Inc.,United States and Canada,Health Care Providers and Services,Health Care,265000,89912.49,133521.49,340.48,343.29,261914100,,265.54,56211,55151,42919,1060,,41859,935,39.4896,0.9811,0.1108,0.1449,,0.9753,12.3425,64968,25579,9627,5242,17.1,,-6.68,0.0933,0.1,0.231,1.6,10,,0.0747,0.0672,USD
GILD,US3755581036,Gilead Sciences Inc.,United States and Canada,Biotechnology,Health Care,18000,85752.08,105338.08,69.31,68.83,1245853209,,1246,62125,39376,48407,22749,,25658,6085,1.1279,0.6338,0.0978,0.1284,0.2571,0.53,0.2554,27116,21097,9802,5665,177.2,,18.33,0.0823,0.1447,0.2825,3.5,7.8,,-0.0049,0.0076,USD
SO,US8425871071,The Southern Company,United States and Canada,Electric Utilities,Utilities,27960,85330.97,153775.97,78.21,78.04,1093426111,,1091,139331,104106,98905,35225,,63680,748,1.8078,0.7472,0.0293,0.0416,0.1286,0.6439,0.1104,25253,11708,6421,3976,20.2,3.2,28.82,0.0705,,0.143,4.8,,,0.0357,0.123,USD
ICE,US45866F1049,Intercontinental Exchange Inc.,United States and Canada,Capital Markets,Financials,13222,78850.67,100346.67,137.39,137.47,573584580,,573,136084,110298,48758,25786,,22972,899,0.8909,0.8105,0.015,0.0551,0.0978,0.4711,0.1004,7988,7988,3965,2368,31.6,,44.88,0.09,0.024,,8.7,,,0.0796,0.0356,USD
CTAS,US1729081059,Cintas Corporation,United States and Canada,Commercial Services and Supplies,Industrials,44500,72205.31,74742.22,707.48,711.64,101463249,,101.73,8546.36,4682.37,6532.38,3863.99,,2668.39,124.15,0.6906,0.5479,0.135,0.1759,0.3744,0.4085,0.3759,8815.77,4173.37,1802.66,1348.01,49.1,135.3,37.98,0.1202,0.182,0.326,5.8,22.9,,0.042,0.0985,USD
ECL,US2788651006,Ecolab Inc.,United States and Canada,Chemicals,Materials,48000,68408.24,76052.34,240.65,239.55,285569775,,285.45,21846.6,13774.4,16805.6,8072.2,,8733.4,919.5,1.0819,0.6305,0.063,0.0825,0.1796,0.5197,0.1817,15320.2,6187.8,2183.4,1372.3,44.4,,28.18,0.1472,0.092,0.171,3.9,19.5,,0.0171,-0.0081,USD
APO,US03769M1062,Apollo Global Management Inc.,United States and Canada,Financial Services,Financials,4879,67142.46,,118.06,118,569003922,,567.76,313488,288243,49135,25245,,23890,15928,0.9463,0.9195,0.0228,,0.5014,0.4862,0.3203,31944,8886,5292,5047,13.3,7.4,22.27,0.1693,,,,,,1.2067,,USD
PH,US7010941042,Parker-Hannifin Corporation,United States and Canada,Machinery,Industrials,62730,64812.94,75778.02,502.63,504.22,128540990,,128.43,29964.47,19626.19,23240.79,10338.28,,12902.51,475.18,1.248,0.655,0.078,0.0998,0.2173,0.5552,0.2171,19065.19,6568.3,3490.2,2082.94,23.7,,80.41,0.1281,0.103,,3,,,0.1436,0.1445,USD
CSX,US1264081035,CSX Corporation,United States and Canada,Ground Transportation,Industrials,23000,64571.24,82224.24,33.01,33.03,1954927162,,1958.43,42408,30275,31332,12133,,19199,1353,1.5824,0.7139,0.0824,0.1108,0.3003,0.6128,0.3001,14657,7169,5558,3715,18.1,5.3,6.19,0.0939,0.102,0.285,4.7,12,,0.0292,0.0234,USD
EMR,US2910111044,Emerson Electric Co.,United States and Canada,Electrical Equipment,Industrials,67000,61952.71,76950.71,106.12,108.29,572100000,,572,42746,16148,35303,26598,,8705,8051,0.3273,0.3778,0.0463,0.0581,0.1382,0.2466,0.0991,15165,7427,2904,13219,32.2,,36.17,0.1194,0.069,,3.4,,,0.1596,0.431,USD
MPC,US56585A1025,Marathon Petroleum Corporation,United States and Canada,Oil Gas and Consumable Fuels,Energy,18200,60921.46,88727.46,174.3,172.91,352330482,,368,85987,54588,59900,31399,,28501,5443,0.9077,0.6348,0.097,0.1388,0.3712,0.4758,0.3361,149348,20782,13644,9681,8.5,4.2,66.32,-0.06,0.038,0.202,0.7,,,-0.0154,0.2834,USD
PSX,US7185461040,Phillips 66,United States and Canada,Oil Gas and Consumable Fuels,Energy,14000,59098.93,78749.93,139.78,139.4,423952135,,430.46,75501,43851,52161,31650,,20511,3323,0.6481,0.5808,0.066,0.0959,0.2332,0.3932,0.2202,147399,19313,8020,7015,10.7,2.2,71.05,-0.07,,0.177,0.7,,,0.0681,0.0463,USD
APD,US0091581068,Air Products and Chemicals Inc.,United States and Canada,Chemicals,Materials,21850,58482.01,71596.11,263.7,263.07,222305907,,222.2,32002.5,16342.2,26778.9,15660.3,,11118.6,1617,0.71,0.5107,0.056,0.0678,0.167,0.4152,0.1588,12600,3767,2652.5,2300.2,23.8,4.3,64.41,0.1048,0.085,,3.6,14.1,,0.1078,0.0896,USD
AJG,US3635761097,Arthur J. Gallagher & Co.,United States and Canada,Insurance,Financials,52000,56842.57,63743.47,253.5,260.13,218516000,,216.7,51615.8,40800.5,19222.4,10815.3,,8407.1,971.5,0.7773,0.7905,0.0316,0.0817,0.0973,0.4374,0.0966,9559.2,4153.4,2277.7,969.5,52.6,,49.72,0.1255,,,,,,0.2587,0.0888,USD
SPG,US8288061091,Simon Property Group Inc.,United States and Canada,Retail REITs,Real Estate,2750,56146.99,74320.6,147.59,149.81,325943826,,325.91,34283.5,30595.9,30205.88,3687.6,,26518.28,1168.99,7.1912,0.8924,0.0521,0.059,0.7501,0.8779,0.6968,5658.84,4630.45,2807.02,2283.13,19.1,15.9,9.15,0.0076,0.071,2.481,12.1,21.8,,0.0224,-0.0132,USD
MNST,US61174X1090,Monster Beverage Corporation,United States and Canada,Beverages,Consumer Staples,5629,52695.82,49197,50.46,50.57,1042037128,,1041.57,9686.52,1457.78,8294.76,8228.74,,66.02,2297.68,0.008,0.1505,0.1399,0.1638,0.2138,0.008,0.2138,7140.03,3794.21,2012.36,1630.99,32,9.2,7.9,0.1319,0.147,0.164,4.4,12.8,,0.1643,0.1043,USD
GM,US37045V1008,General Motors Company,United States and Canada,Automobiles,Consumer Discretionary,163000,51979.2,160125.2,45.77,45.58,1140394855,,1200,273064,204757,191219,68307,,122912,13553,1.7994,0.7498,0.0224,0.0317,0.1517,0.6428,0.14,171842,19276,9620,10127,5.6,0.8,53.57,0.1114,0.042,0.1,0.8,,,0.0373,0.0479,USD
AZO,US0533321024,AutoZone Inc.,United States and Canada,Specialty Retail,Consumer Discretionary,95200,50486.54,62354.61,2929.7,2955.4,17082810,,17.86,15985.88,20335.77,6780.57,-4349.89,,11130.47,277.05,,1.2721,0.1389,0.3404,,1.6415,,17457.21,9070.42,3473.99,2528.43,20.3,,-243.6,0.1483,0.159,,2.8,13.1,,0.1133,0.1358,USD
AIG,US0268747849,American International Group Inc.,United States and Canada,Insurance,Financials,25000,49755.19,75599.19,74.49,74.97,663668009,,688.84,539306,488005,74607,51301,,23306,2155,0.4543,0.9049,0.0056,0.0406,0.0847,0.3124,0.0819,46683,12694,4748,3643,11.1,1.1,65.13,,0.009,,1.3,,,0.0185,,USD
DHI,US23331A1097,D.R. Horton Inc.,United States and Canada,Household Durables,Consumer Discretionary,13450,46498.89,50217.69,140.32,141.2,329312248,,334.85,32582.4,9444.5,28330.1,23137.9,,5192.2,3684.5,0.2244,0.2899,0.1243,0.1437,0.2255,0.1833,0.2234,35460.4,8912.5,6258.6,4745.7,9.6,2,67.78,0.1246,0.125,0.163,1.1,,,0.1821,0.2658,USD
DASH,US25809K1051,DoorDash Inc.,United States and Canada,Hotels Restaurants and Leisure,Consumer Discretionary,19300,45217.76,40639.76,111.08,110.58,408914421,,,10839,4026,7335,6813,,522,2656,0.0766,0.3714,-0.0348,-0.0492,-0.0823,0.0712,-0.0832,8635,4164,-575,-558,,11.3,16.88,0.9308,,,2.4,13,,0.7383,,USD
TEAM,US0494681010,Atlassian Corporation,United States and Canada,Software,Information Technology,10726,45028.98,44135.57,171.66,172.99,260298153,,,4106.78,3452.11,1937.03,654.67,,1282.36,2102.55,1.9588,0.8406,-0.0418,-0.0867,-0.9913,0.662,-0.9913,3534.65,2910.07,-248.33,-486.76,,,2.54,0.5987,0.057,,4.6,,,0.1114,,USD
DDOG,US23804L1035,Datadog Inc.,United States and Canada,Software,Information Technology,5200,42966.37,41142.57,123.19,128.45,334498812,,,3936.07,1910.72,2927.69,2025.35,,902.34,330.34,0.4455,0.4854,-0.006,-0.0081,0.0283,0.3082,0.0283,2128.36,1718.82,-33.46,48.57,393.6,23.3,6.12,0.1728,,,6.5,,,0.8539,,USD
